Molecule_Name,OCNT_ID,pEC50
OADMET-0001258,OCNT-0293678,1.64
OADMET-0001257,OCNT-0293219,3.77
OADMET-0001256,OCNT-0291477,3.21
OADMET-0001255,OCNT-0290411,3.39
OADMET-0001254,OCNT-0288908,5.05
OADMET-0001253,OCNT-0288660,4.36
OADMET-0001252,OCNT-0284625,3.73
OADMET-0001251,OCNT-0279211,4.47
OADMET-0001250,OCNT-0278341,3.09
OADMET-0001248,OCNT-0275886,3.28
OADMET-0001247,OCNT-0275624,3.55
OADMET-0001246,OCNT-0274375,2.77
OADMET-0001245,OCNT-0272811,2.84
OADMET-0001244,OCNT-0271711,2.8
OADMET-0001243,OCNT-0271054,3.03
OADMET-0001242,OCNT-0269860,2.62
OADMET-0001241,OCNT-0001228,1.66
OADMET-0001240,OCNT-0000307,3.38
OADMET-0001239,OCNT-2016112,7.549
OADMET-0001238,OCNT-0379267,3.33
OADMET-0001237,OCNT-0379209,3.94
OADMET-0001236,OCNT-0377809,2.57
OADMET-0001235,OCNT-0377310,3.35
OADMET-0001234,OCNT-0377236,4.11
OADMET-0001233,OCNT-0376894,3.4
OADMET-0001232,OCNT-0376808,3.35
OADMET-0001231,OCNT-0376702,3.95
OADMET-0001230,OCNT-0376575,4.19
OADMET-0001229,OCNT-0376400,3.49
OADMET-0001228,OCNT-0375990,2.71
OADMET-0001227,OCNT-0375849,2.79
OADMET-0001226,OCNT-0375784,3.19
OADMET-0001225,OCNT-0375505,3.52
OADMET-0001224,OCNT-0375103,3.76
OADMET-0001223,OCNT-0375095,2.9
OADMET-0001222,OCNT-0375088,3.19
OADMET-0001221,OCNT-0374764,2.97
OADMET-0001220,OCNT-0374322,3.16
OADMET-0001219,OCNT-0373806,2.74
OADMET-0001218,OCNT-0373576,3.82
OADMET-0001217,OCNT-0373535,4.01
OADMET-0001216,OCNT-0373375,3.11
OADMET-0001215,OCNT-0373301,2.24
OADMET-0001214,OCNT-0373111,4.57
OADMET-0001213,OCNT-0373020,4.36
OADMET-0001212,OCNT-0372603,4.28
OADMET-0001211,OCNT-0372400,2.67
OADMET-0001210,OCNT-0372349,3.23
OADMET-0001209,OCNT-0372218,4.0
OADMET-0001208,OCNT-0372015,4.11
OADMET-0001207,OCNT-0371873,2.75
OADMET-0001206,OCNT-0371439,2.77
OADMET-0001204,OCNT-0370860,5.33
OADMET-0001203,OCNT-0370661,3.05
OADMET-0001202,OCNT-0370213,2.49
OADMET-0001201,OCNT-0370005,3.95
OADMET-0001200,OCNT-0369821,4.17
OADMET-0001199,OCNT-0369718,2.53
OADMET-0001198,OCNT-0369360,2.79
OADMET-0001197,OCNT-0369174,2.68
OADMET-0001196,OCNT-0369074,4.98
OADMET-0001195,OCNT-0368968,3.78
OADMET-0001194,OCNT-0368924,3.32
OADMET-0001193,OCNT-0368826,2.48
OADMET-0001192,OCNT-0368642,3.06
OADMET-0001191,OCNT-0368611,3.66
OADMET-0001190,OCNT-0368418,3.48
OADMET-0001189,OCNT-0368302,3.05
OADMET-0001188,OCNT-0367681,3.19
OADMET-0001187,OCNT-0367507,4.19
OADMET-0001186,OCNT-0367080,3.7
OADMET-0001185,OCNT-0366832,5.54
OADMET-0001184,OCNT-0366632,3.34
OADMET-0001183,OCNT-0366325,3.85
OADMET-0001182,OCNT-0366285,2.69
OADMET-0001181,OCNT-0366018,4.56
OADMET-0001180,OCNT-0365967,4.77
OADMET-0001179,OCNT-0365834,2.66
OADMET-0001178,OCNT-0365736,2.53
OADMET-0001177,OCNT-0365687,4.84
OADMET-0001176,OCNT-0365677,4.47
OADMET-0001175,OCNT-0365590,3.9
OADMET-0001174,OCNT-0365486,3.81
OADMET-0001173,OCNT-0365364,3.3
OADMET-0001172,OCNT-0365190,2.43
OADMET-0001171,OCNT-0365125,3.55
OADMET-0001170,OCNT-0364965,3.24
OADMET-0001169,OCNT-0364476,3.01
OADMET-0001168,OCNT-0364330,4.55
OADMET-0001167,OCNT-0364189,2.28
OADMET-0001166,OCNT-0363481,2.4
OADMET-0001165,OCNT-0363369,2.49
OADMET-0001164,OCNT-0363118,2.51
OADMET-0001163,OCNT-0363083,3.93
OADMET-0001162,OCNT-0363077,3.5
OADMET-0001161,OCNT-0362983,3.62
OADMET-0001160,OCNT-0362788,3.31
OADMET-0001159,OCNT-0362775,3.41
OADMET-0001158,OCNT-0362515,3.2
OADMET-0001157,OCNT-0362052,3.15
OADMET-0001156,OCNT-0361942,4.16
OADMET-0001155,OCNT-0361685,1.72
OADMET-0001154,OCNT-0361611,2.74
OADMET-0001153,OCNT-0360904,3.48
OADMET-0001152,OCNT-0360034,3.86
OADMET-0001151,OCNT-0359892,2.87
OADMET-0001150,OCNT-0359577,3.69
OADMET-0001149,OCNT-0359136,4.71
OADMET-0001148,OCNT-0358809,2.59
OADMET-0001147,OCNT-0358362,3.72
OADMET-0001146,OCNT-0358309,4.13
OADMET-0001145,OCNT-0358033,3.48
OADMET-0001144,OCNT-0357742,3.74
OADMET-0001143,OCNT-0357474,3.04
OADMET-0001142,OCNT-0357398,4.24
OADMET-0001141,OCNT-0356880,4.41
OADMET-0001140,OCNT-0356544,2.77
OADMET-0001139,OCNT-0356222,3.79
OADMET-0001138,OCNT-0356213,2.9
OADMET-0001137,OCNT-0356167,2.75
OADMET-0001136,OCNT-0355787,4.16
OADMET-0001135,OCNT-0355725,2.22
OADMET-0001134,OCNT-0355624,3.34
OADMET-0001133,OCNT-0355289,4.61
OADMET-0001132,OCNT-0355073,2.67
OADMET-0001131,OCNT-0355071,3.75
OADMET-0001130,OCNT-0354857,3.85
OADMET-0001129,OCNT-0354816,2.76
OADMET-0001128,OCNT-0354720,4.28
OADMET-0001127,OCNT-0354185,3.29
OADMET-0001126,OCNT-0353721,2.5
OADMET-0001125,OCNT-0353574,3.63
OADMET-0001124,OCNT-0351813,4.12
OADMET-0001123,OCNT-0351674,4.26
OADMET-0001122,OCNT-0351645,2.2
OADMET-0001121,OCNT-0351595,2.84
OADMET-0001120,OCNT-0351243,2.95
OADMET-0001119,OCNT-0350900,3.52
OADMET-0001118,OCNT-0350604,3.14
OADMET-0001117,OCNT-0350174,3.42
OADMET-0001116,OCNT-0349912,3.21
OADMET-0001115,OCNT-0349826,2.53
OADMET-0001114,OCNT-0349623,2.55
OADMET-0001113,OCNT-0349160,3.2
OADMET-0001112,OCNT-0348716,3.08
OADMET-0001111,OCNT-0348570,4.24
OADMET-0001110,OCNT-0348485,2.74
OADMET-0001109,OCNT-0348363,2.47
OADMET-0001108,OCNT-0347361,3.16
OADMET-0001107,OCNT-0346781,2.23
OADMET-0001106,OCNT-0346716,2.45
OADMET-0001105,OCNT-0346271,2.88
OADMET-0001104,OCNT-0346238,3.73
OADMET-0001103,OCNT-0345925,3.94
OADMET-0001102,OCNT-0345693,3.53
OADMET-0001101,OCNT-0345646,4.26
OADMET-0001100,OCNT-0345381,3.43
OADMET-0001099,OCNT-0345350,3.92
OADMET-0001098,OCNT-0345232,3.49
OADMET-0001097,OCNT-0345214,4.31
OADMET-0001096,OCNT-0344873,2.3
OADMET-0001095,OCNT-0344623,3.87
OADMET-0001094,OCNT-0344400,3.09
OADMET-0001093,OCNT-0344303,4.08
OADMET-0001092,OCNT-0344023,4.82
OADMET-0001091,OCNT-0343890,4.1
OADMET-0001090,OCNT-0343605,4.32
OADMET-0001089,OCNT-0343359,2.55
OADMET-0001088,OCNT-0343021,5.11
OADMET-0001087,OCNT-0342696,4.88
OADMET-0001086,OCNT-0342666,3.39
OADMET-0001085,OCNT-0341646,3.53
OADMET-0001084,OCNT-0341292,3.46
OADMET-0001083,OCNT-0341264,3.46
OADMET-0001082,OCNT-0341150,2.11
OADMET-0001081,OCNT-0340994,3.64
OADMET-0001080,OCNT-0340791,5.22
OADMET-0001079,OCNT-0340745,3.43
OADMET-0001078,OCNT-0340321,2.93
OADMET-0001077,OCNT-0339768,3.91
OADMET-0001076,OCNT-0339064,4.87
OADMET-0001075,OCNT-0338825,2.27
OADMET-0001074,OCNT-0338675,3.04
OADMET-0001073,OCNT-0338661,3.98
OADMET-0001072,OCNT-0338562,3.62
OADMET-0001071,OCNT-0338332,2.86
OADMET-0001070,OCNT-0338175,3.61
OADMET-0001069,OCNT-0337817,2.67
OADMET-0001068,OCNT-0337769,3.97
OADMET-0001067,OCNT-0337729,3.11
OADMET-0001066,OCNT-0337573,2.42
OADMET-0001065,OCNT-0337535,3.31
OADMET-0001064,OCNT-0337499,3.14
OADMET-0001063,OCNT-0337089,2.44
OADMET-0001062,OCNT-0336532,3.3
OADMET-0001061,OCNT-0336152,4.08
OADMET-0001060,OCNT-0336109,3.97
OADMET-0001059,OCNT-0335958,3.61
OADMET-0001058,OCNT-0335835,4.1
OADMET-0001057,OCNT-0335491,3.65
OADMET-0001056,OCNT-0335335,3.92
OADMET-0001055,OCNT-0334985,2.8
OADMET-0001054,OCNT-0334790,2.56
OADMET-0001053,OCNT-0334504,4.64
OADMET-0001052,OCNT-0334450,2.85
OADMET-0001051,OCNT-0333881,2.49
OADMET-0001050,OCNT-0333599,2.16
OADMET-0001049,OCNT-0333462,4.01
OADMET-0001048,OCNT-0333381,2.97
OADMET-0001047,OCNT-0333227,3.79
OADMET-0001046,OCNT-0333186,4.23
OADMET-0001045,OCNT-0333180,4.29
OADMET-0001044,OCNT-0332597,3.2
OADMET-0001043,OCNT-0332588,3.76
OADMET-0001042,OCNT-0332491,3.87
OADMET-0001041,OCNT-0332242,3.76
OADMET-0001040,OCNT-0331923,3.08
OADMET-0001039,OCNT-0331904,3.33
OADMET-0001038,OCNT-0331720,3.97
OADMET-0001037,OCNT-0330541,2.68
OADMET-0001036,OCNT-0330312,2.5
OADMET-0001035,OCNT-0330059,3.12
OADMET-0001034,OCNT-0329850,3.56
OADMET-0001033,OCNT-0329722,2.04
OADMET-0001032,OCNT-0328970,2.5
OADMET-0001031,OCNT-0328742,3.73
OADMET-0001030,OCNT-0328358,3.39
OADMET-0001029,OCNT-0328157,2.7
OADMET-0001028,OCNT-0327644,3.44
OADMET-0001027,OCNT-0327541,3.67
OADMET-0001026,OCNT-0327166,2.94
OADMET-0001025,OCNT-0326549,2.39
OADMET-0001024,OCNT-0326516,4.24
OADMET-0001023,OCNT-0326064,5.58
OADMET-0001022,OCNT-0324850,2.31
OADMET-0001021,OCNT-0324488,1.62
OADMET-0001020,OCNT-0324222,2.74
OADMET-0001019,OCNT-0323337,2.31
OADMET-0001018,OCNT-0323266,3.34
OADMET-0001017,OCNT-0322423,4.26
OADMET-0001016,OCNT-0322325,3.28
OADMET-0001015,OCNT-0321796,4.0
OADMET-0001014,OCNT-0320074,4.11
OADMET-0001013,OCNT-0319973,2.37
OADMET-0001012,OCNT-0319461,3.47
OADMET-0001011,OCNT-0318986,3.14
OADMET-0001010,OCNT-0318064,5.6
OADMET-0001009,OCNT-0317678,3.21
OADMET-0001008,OCNT-0317525,2.78
OADMET-0001007,OCNT-0317351,1.63
OADMET-0001006,OCNT-0317266,4.26
OADMET-0001005,OCNT-0316304,2.67
OADMET-0001004,OCNT-0315647,2.79
OADMET-0001003,OCNT-0313756,3.49
OADMET-0001002,OCNT-0313651,3.6
OADMET-0001001,OCNT-0313165,2.92
OADMET-0001000,OCNT-0313005,2.65
OADMET-0000999,OCNT-0312364,4.84
OADMET-0000998,OCNT-0312014,2.57
OADMET-0000997,OCNT-0311491,3.07
OADMET-0000996,OCNT-0311367,4.55
OADMET-0000995,OCNT-0310749,2.93
OADMET-0000994,OCNT-0310641,3.14
OADMET-0000993,OCNT-0310356,2.75
OADMET-0000992,OCNT-0309922,3.26
OADMET-0000991,OCNT-0309842,3.17
OADMET-0000990,OCNT-0309443,4.39
OADMET-0000989,OCNT-0309036,3.63
OADMET-0000988,OCNT-0308912,3.79
OADMET-0000987,OCNT-0308489,4.19
OADMET-0000986,OCNT-0307670,3.86
OADMET-0000985,OCNT-0307258,4.55
OADMET-0000984,OCNT-0306747,3.92
OADMET-0000983,OCNT-0306485,2.32
OADMET-0000982,OCNT-0305957,3.01
OADMET-0000981,OCNT-0305632,3.99
OADMET-0000980,OCNT-0305630,2.74
OADMET-0000979,OCNT-0304718,3.6
OADMET-0000978,OCNT-0303269,4.25
OADMET-0000977,OCNT-0302504,2.68
OADMET-0000976,OCNT-0301929,3.81
OADMET-0000975,OCNT-0301296,3.28
OADMET-0000974,OCNT-0301050,3.64
OADMET-0000973,OCNT-0300272,4.06
OADMET-0000972,OCNT-0299568,4.36
OADMET-0000971,OCNT-0299522,3.09
OADMET-0000970,OCNT-0299420,4.25
OADMET-0000969,OCNT-0299191,3.92
OADMET-0000968,OCNT-0298223,3.94
OADMET-0000967,OCNT-0296075,3.13
OADMET-0000966,OCNT-0295988,3.9
OADMET-0000965,OCNT-0295681,2.96
OADMET-0000964,OCNT-0295443,3.15
OADMET-0000963,OCNT-0295434,3.93
OADMET-0000962,OCNT-0295375,4.39
OADMET-0000961,OCNT-0295314,2.44
OADMET-0000960,OCNT-0291480,3.63
OADMET-0000959,OCNT-0291308,2.7
OADMET-0000958,OCNT-0291229,2.56
OADMET-0000957,OCNT-0291118,3.56
OADMET-0000956,OCNT-0290587,2.94
OADMET-0000955,OCNT-0289446,3.66
OADMET-0000954,OCNT-0289398,2.48
OADMET-0000953,OCNT-0288358,2.73
OADMET-0000952,OCNT-0288354,3.99
OADMET-0000951,OCNT-0287939,3.33
OADMET-0000950,OCNT-0287701,3.79
OADMET-0000949,OCNT-0286915,3.08
OADMET-0000948,OCNT-0286626,3.13
OADMET-0000947,OCNT-0286324,2.15
OADMET-0000946,OCNT-0286286,2.52
OADMET-0000945,OCNT-0282403,3.26
OADMET-0000944,OCNT-0281493,2.54
OADMET-0000943,OCNT-0280606,2.61
OADMET-0000942,OCNT-0279774,2.26
OADMET-0000941,OCNT-0279568,3.86
OADMET-0000940,OCNT-0278552,3.09
OADMET-0000939,OCNT-0278279,4.76
OADMET-0000938,OCNT-0276953,2.34
OADMET-0000937,OCNT-0276947,2.83
OADMET-0000936,OCNT-0275136,3.96
OADMET-0000935,OCNT-0275035,2.59
OADMET-0000934,OCNT-0274464,2.14
OADMET-0000933,OCNT-0272218,4.05
OADMET-0000932,OCNT-0271248,2.64
OADMET-0000931,OCNT-0271001,4.35
OADMET-0000930,OCNT-0270451,2.76
OADMET-0000929,OCNT-0270309,2.13
OADMET-0000928,OCNT-0270114,1.88
OADMET-0000927,OCNT-0269996,2.32
